id	form	gloss	pos	root	root_gloss	deriv	morphemes
EMO-029.cika	conolocika	little 'comfort / solace'; small/dear 'comfort / solace'	noun	conolo	comfort / solace	diminutive	conolo+ci+ka
EMO-029.goka	conologoka	big 'comfort / solace'; great 'comfort / solace'	noun	conolo	comfort / solace	augmentative	conolo+go+ka
EMO-029.deka	conolodeka	place of/for 'comfort / solace'	noun	conolo	comfort / solace	place	conolo+de+ka
EMO-030.ka	saudadeka	longing / yearning	noun	saudade	longing / yearning	noun	saudade+ka
EMO-030.pe	saudadepe	of/like 'longing / yearning'; 'longing / yearning'-related	modifier	saudade	longing / yearning	modifier	saudade+pe
EMO-030.to	saudadeto	to use/apply 'longing / yearning'; to act as 'longing / yearning'	verb	saudade	longing / yearning	verb	saudade+to
EMO-030.cika	saudadecika	little 'longing / yearning'; small/dear 'longing / yearning'	noun	saudade	longing / yearning	diminutive	saudade+ci+ka
EMO-030.goka	saudadegoka	big 'longing / yearning'; great 'longing / yearning'	noun	saudade	longing / yearning	augmentative	saudade+go+ka
EMO-030.deka	saudadedeka	place of/for 'longing / yearning'	noun	saudade	longing / yearning	place	saudade+de+ka
EMO-031.ka	gaciaka	gratitude	noun	gacia	gratitude	noun	gacia+ka
EMO-031.pe	gaciape	of/like 'gratitude'; 'gratitude'-related	modifier	gacia	gratitude	modifier	gacia+pe
EMO-031.to	gaciato	to use/apply 'gratitude'; to act as 'gratitude'	verb	gacia	gratitude	verb	gacia+to
EMO-031.cika	gaciacika	little 'gratitude'; small/dear 'gratitude'	noun	gacia	gratitude	diminutive	gacia+ci+ka
EMO-031.goka	gaciagoka	big 'gratitude'; great 'gratitude'	noun	gacia	gratitude	augmentative	gacia+go+ka
EMO-031.deka	gaciadeka	place of/for 'gratitude'	noun	gacia	gratitude	place	gacia+de+ka
EMO-032.ka	nadamaka	regret / remorse	noun	nadama	regret / remorse	noun	nadama+ka
EMO-032.pe	nadamape	of/like 'regret / remorse'; 'regret / remorse'-related	modifier	nadama	regret / remorse	modifier	nadama+pe
EMO-032.to	nadamato	to use/apply 'regret / remorse'; to act as 'regret / remorse'	verb	nadama	regret / remorse	verb	nadama+to
EMO-032.cika	nadamacika	little 'regret / remorse'; small/dear 'regret / remorse'	noun	nadama	regret / remorse	diminutive	nadama+ci+ka
EMO-032.goka	nadamagoka	big 'regret / remorse'; great 'regret / remorse'	noun	nadama	regret / remorse	augmentative	nadama+go+ka
EMO-032.deka	nadamadeka	place of/for 'regret / remorse'	noun	nadama	regret / remorse	place	nadama+de+ka
EMO-033.ka	sayaika	courage	noun	sayai	courage	noun	sayai+ka
EMO-033.pe	sayaipe	of/like 'courage'; 'courage'-related	modifier	sayai	courage	modifier	sayai+pe
EMO-033.to	sayaito	to use/apply 'courage'; to act as 'courage'	verb	sayai	courage	verb	sayai+to
EMO-033.cika	sayaicika	little 'courage'; small/dear 'courage'	noun	sayai	courage	diminutive	sayai+ci+ka
EMO-033.goka	sayaigoka	big 'courage'; great 'courage'	noun	sayai	courage	augmentative	sayai+go+ka
EMO-033.deka	sayaideka	place of/for 'courage'	noun	sayai	courage	place	sayai+de+ka
EMO-034.ka	yaisuka	despair	noun	yaisu	despair	noun	yaisu+ka
EMO-034.pe	yaisupe	of/like 'despair'; 'despair'-related	modifier	yaisu	despair	modifier	yaisu+pe
EMO-034.to	yaisuto	to use/apply 'despair'; to act as 'despair'	verb	yaisu	despair	verb	yaisu+to
EMO-034.cika	yaisucika	little 'despair'; small/dear 'despair'	noun	yaisu	despair	diminutive	yaisu+ci+ka
EMO-034.goka	yaisugoka	big 'despair'; great 'despair'	noun	yaisu	despair	augmentative	yaisu+go+ka
EMO-034.deka	yaisudeka	place of/for 'despair'	noun	yaisu	despair	place	yaisu+de+ka
EMO-035.ka	gioiaka	joy / delight	noun	gioia	joy / delight	noun	gioia+ka
EMO-035.pe	gioiape	of/like 'joy / delight'; 'joy / delight'-related	modifier	gioia	joy / delight	modifier	gioia+pe
EMO-035.to	gioiato	to use/apply 'joy / delight'; to act as 'joy / delight'	verb	gioia	joy / delight	verb	gioia+to
EMO-035.cika	gioiacika	little 'joy / delight'; small/dear 'joy / delight'	noun	gioia	joy / delight	diminutive	gioia+ci+ka
EMO-035.goka	gioiagoka	big 'joy / delight'; great 'joy / delight'	noun	gioia	joy / delight	augmentative	gioia+go+ka
EMO-035.deka	gioiadeka	place of/for 'joy / delight'	noun	gioia	joy / delight	place	gioia+de+ka
EMO-036.ka	ganabuka	anger / wrath	noun	ganabu	anger / wrath	noun	ganabu+ka
EMO-036.pe	ganabupe	of/like 'anger / wrath'; 'anger / wrath'-related	modifier	ganabu	anger / wrath	modifier	ganabu+pe
EMO-036.to	ganabuto	to use/apply 'anger / wrath'; to act as 'anger / wrath'	verb	ganabu	anger / wrath	verb	ganabu+to
EMO-036.cika	ganabucika	little 'anger / wrath'; small/dear 'anger / wrath'	noun	ganabu	anger / wrath	diminutive	ganabu+ci+ka
EMO-036.goka	ganabugoka	big 'anger / wrath'; great 'anger / wrath'	noun	ganabu	anger / wrath	augmentative	ganabu+go+ka
EMO-036.deka	ganabudeka	place of/for 'anger / wrath'	noun	ganabu	anger / wrath	place	ganabu+de+ka
EMO-037.ka	sukunaika	calmness / serenity	noun	sukunai	calmness / serenity	noun	sukunai+ka
EMO-037.pe	sukunaipe	of/like 'calmness / serenity'; 'calmness / serenity'-related	modifier	sukunai	calmness / serenity	modifier	sukunai+pe
EMO-037.to	sukunaito	to use/apply 'calmness / serenity'; to act as 'calmness / serenity'	verb	sukunai	calmness / serenity	verb	sukunai+to
EMO-037.cika	sukunaicika	little 'calmness / serenity'; small/dear 'calmness / serenity'	noun	sukunai	calmness / serenity	diminutive	sukunai+ci+ka
EMO-037.goka	sukunaigoka	big 'calmness / serenity'; great 'calmness / serenity'	noun	sukunai	calmness / serenity	augmentative	sukunai+go+ka
EMO-037.deka	sukunaideka	place of/for 'calmness / serenity'	noun	sukunai	calmness / serenity	place	sukunai+de+ka
EMO-038.ka	soledadeka	loneliness	noun	soledade	loneliness	noun	soledade+ka
EMO-038.pe	soledadepe	of/like 'loneliness'; 'loneliness'-related	modifier	soledade	loneliness	modifier	soledade+pe
EMO-038.to	soledadeto	to use/apply 'loneliness'; to act as 'loneliness'	verb	soledade	loneliness	verb	soledade+to
EMO-038.cika	soledadecika	little 'loneliness'; small/dear 'loneliness'	noun	soledade	loneliness	diminutive	soledade+ci+ka
EMO-038.goka	soledadegoka	big 'loneliness'; great 'loneliness'	noun	soledade	loneliness	augmentative	soledade+go+ka
EMO-038.deka	soledadedeka	place of/for 'loneliness'	noun	soledade	loneliness	place	soledade+de+ka
EMO-039.ka	noiaka	boredom	noun	noia	boredom	noun	noia+ka
EMO-039.pe	noiape	of/like 'boredom'; 'boredom'-related	modifier	noia	boredom	modifier	noia+pe
EMO-039.to	noiato	to use/apply 'boredom'; to act as 'boredom'	verb	noia	boredom	verb	noia+to
EMO-039.cika	noiacika	little 'boredom'; small/dear 'boredom'	noun	noia	boredom	diminutive	noia+ci+ka
EMO-039.goka	noiagoka	big 'boredom'; great 'boredom'	noun	noia	boredom	augmentative	noia+go+ka
EMO-039.deka	noiadeka	place of/for 'boredom'	noun	noia	boredom	place	noia+de+ka
EMO-040.ka	emosioneka	excitement	noun	emosione	excitement	noun	emosione+ka
EMO-040.pe	emosionepe	of/like 'excitement'; 'excitement'-related	modifier	emosione	excitement	modifier	emosione+pe
EMO-040.to	emosioneto	to use/apply 'excitement'; to act as 'excitement'	verb	emosione	excitement	verb	emosione+to
EMO-040.cika	emosionecika	little 'excitement'; small/dear 'excitement'	noun	emosione	excitement	diminutive	emosione+ci+ka
EMO-040.goka	emosionegoka	big 'excitement'; great 'excitement'	noun	emosione	excitement	augmentative	emosione+go+ka
EMO-040.deka	emosionedeka	place of/for 'excitement'	noun	emosione	excitement	place	emosione+de+ka
EMO-041.ka	manokuka	contentment	noun	manoku	contentment	noun	manoku+ka
EMO-041.pe	manokupe	of/like 'contentment'; 'contentment'-related	modifier	manoku	contentment	modifier	manoku+pe
EMO-041.to	manokuto	to use/apply 'contentment'; to act as 'contentment'	verb	manoku	contentment	verb	manoku+to
EMO-041.cika	manokucika	little 'contentment'; small/dear 'contentment'	noun	manoku	contentment	diminutive	manoku+ci+ka
EMO-041.goka	manokugoka	big 'contentment'; great 'contentment'	noun	manoku	contentment	augmentative	manoku+go+ka
EMO-041.deka	manokudeka	place of/for 'contentment'	noun	manoku	contentment	place	manoku+de+ka
EMO-042.ka	aiyoka	affection / fondness	noun	aiyo	affection / fondness	noun	aiyo+ka
EMO-042.pe	aiyope	of/like 'affection / fondness'; 'affection / fondness'-related	modifier	aiyo	affection / fondness	modifier	aiyo+pe
EMO-042.to	aiyoto	to use/apply 'affection / fondness'; to act as 'affection / fondness'	verb	aiyo	affection / fondness	verb	aiyo+to
EMO-042.cika	aiyocika	little 'affection / fondness'; small/dear 'affection / fondness'	noun	aiyo	affection / fondness	diminutive	aiyo+ci+ka
EMO-042.goka	aiyogoka	big 'affection / fondness'; great 'affection / fondness'	noun	aiyo	affection / fondness	augmentative	aiyo+go+ka
EMO-042.deka	aiyodeka	place of/for 'affection / fondness'	noun	aiyo	affection / fondness	place	aiyo+de+ka
EMO-043.ka	deseoka	desire / craving	noun	deseo	desire / craving	noun	deseo+ka
EMO-043.pe	deseope	of/like 'desire / craving'; 'desire / craving'-related	modifier	deseo	desire / craving	modifier	deseo+pe
EMO-043.to	deseoto	to use/apply 'desire / craving'; to act as 'desire / craving'	verb	deseo	desire / craving	verb	deseo+to
EMO-043.cika	deseocika	little 'desire / craving'; small/dear 'desire / craving'	noun	deseo	desire / craving	diminutive	deseo+ci+ka
EMO-043.goka	deseogoka	big 'desire / craving'; great 'desire / craving'	noun	deseo	desire / craving	augmentative	deseo+go+ka
EMO-043.deka	deseodeka	place of/for 'desire / craving'	noun	deseo	desire / craving	place	deseo+de+ka
EMO-044.ka	desilusioneka	disappointment	noun	desilusione	disappointment	noun	desilusione+ka
EMO-044.pe	desilusionepe	of/like 'disappointment'; 'disappointment'-related	modifier	desilusione	disappointment	modifier	desilusione+pe
EMO-044.to	desilusioneto	to use/apply 'disappointment'; to act as 'disappointment'	verb	desilusione	disappointment	verb	desilusione+to
EMO-044.cika	desilusionecika	little 'disappointment'; small/dear 'disappointment'	noun	desilusione	disappointment	diminutive	desilusione+ci+ka
EMO-044.goka	desilusionegoka	big 'disappointment'; great 'disappointment'	noun	desilusione	disappointment	augmentative	desilusione+go+ka
EMO-044.deka	desilusionedeka	place of/for 'disappointment'	noun	desilusione	disappointment	place	desilusione+de+ka
EMO-045.ka	ihatuka	frustration	noun	ihatu	frustration	noun	ihatu+ka
EMO-045.pe	ihatupe	of/like 'frustration'; 'frustration'-related	modifier	ihatu	frustration	modifier	ihatu+pe
EMO-045.to	ihatuto	to use/apply 'frustration'; to act as 'frustration'	verb	ihatu	frustration	verb	ihatu+to
EMO-045.cika	ihatucika	little 'frustration'; small/dear 'frustration'	noun	ihatu	frustration	diminutive	ihatu+ci+ka
EMO-045.goka	ihatugoka	big 'frustration'; great 'frustration'	noun	ihatu	frustration	augmentative	ihatu+go+ka
EMO-045.deka	ihatudeka	place of/for 'frustration'	noun	ihatu	frustration	place	ihatu+de+ka
EMO-046.ka	kokanka	sympathy	noun	kokan	sympathy	noun	kokan+ka
EMO-046.pe	kokanpe	of/like 'sympathy'; 'sympathy'-related	modifier	kokan	sympathy	modifier	kokan+pe
EMO-046.to	kokanto	to use/apply 'sympathy'; to act as 'sympathy'	verb	kokan	sympathy	verb	kokan+to
EMO-046.cika	kokancika	little 'sympathy'; small/dear 'sympathy'	noun	kokan	sympathy	diminutive	kokan+ci+ka
EMO-046.goka	kokangoka	big 'sympathy'; great 'sympathy'	noun	kokan	sympathy	augmentative	kokan+go+ka
EMO-046.deka	kokandeka	place of/for 'sympathy'	noun	kokan	sympathy	place	kokan+de+ka
EMO-047.ka	ihanka	amazement / awe	noun	ihan	amazement / awe	noun	ihan+ka
EMO-047.pe	ihanpe	of/like 'amazement / awe'; 'amazement / awe'-related	modifier	ihan	amazement / awe	modifier	ihan+pe
EMO-047.to	ihanto	to use/apply 'amazement / awe'; to act as 'amazement / awe'	verb	ihan	amazement / awe	verb	ihan+to
EMO-047.cika	ihancika	little 'amazement / awe'; small/dear 'amazement / awe'	noun	ihan	amazement / awe	diminutive	ihan+ci+ka
EMO-047.goka	ihangoka	big 'amazement / awe'; great 'amazement / awe'	noun	ihan	amazement / awe	augmentative	ihan+go+ka
EMO-047.deka	ihandeka	place of/for 'amazement / awe'	noun	ihan	amazement / awe	place	ihan+de+ka
EMO-048.ka	fiduciaka	confidence / self-assurance	noun	fiducia	confidence / self-assurance	noun	fiducia+ka
EMO-048.pe	fiduciape	of/like 'confidence / self-assurance'; 'confidence / self-assurance'-related	modifier	fiducia	confidence / self-assurance	modifier	fiducia+pe
EMO-048.to	fiduciato	to use/apply 'confidence / self-assurance'; to act as 'confidence / self-assurance'	verb	fiducia	confidence / self-assurance	verb	fiducia+to
EMO-048.cika	fiduciacika	little 'confidence / self-assurance'; small/dear 'confidence / self-assurance'	noun	fiducia	confidence / self-assurance	diminutive	fiducia+ci+ka
EMO-048.goka	fiduciagoka	big 'confidence / self-assurance'; great 'confidence / self-assurance'	noun	fiducia	confidence / self-assurance	augmentative	fiducia+go+ka
EMO-048.deka	fiduciadeka	place of/for 'confidence / self-assurance'	noun	fiducia	confidence / self-assurance	place	fiducia+de+ka
EMO-049.ka	ulamika	resentment / grudge	noun	ulami	resentment / grudge	noun	ulami+ka
EMO-049.pe	ulamipe	of/like 'resentment / grudge'; 'resentment / grudge'-related	modifier	ulami	resentment / grudge	modifier	ulami+pe
EMO-049.to	ulamito	to use/apply 'resentment / grudge'; to act as 'resentment / grudge'	verb	ulami	resentment / grudge	verb	ulami+to
EMO-049.cika	ulamicika	little 'resentment / grudge'; small/dear 'resentment / grudge'	noun	ulami	resentment / grudge	diminutive	ulami+ci+ka
EMO-049.goka	ulamigoka	big 'resentment / grudge'; great 'resentment / grudge'	noun	ulami	resentment / grudge	augmentative	ulami+go+ka
EMO-049.deka	ulamideka	place of/for 'resentment / grudge'	noun	ulami	resentment / grudge	place	ulami+de+ka
EMO-050.ka	telulaka	tenderness	noun	telula	tenderness	noun	telula+ka
EMO-050.pe	telulape	of/like 'tenderness'; 'tenderness'-related	modifier	telula	tenderness	modifier	telula+pe
EMO-050.to	telulato	to use/apply 'tenderness'; to act as 'tenderness'	verb	telula	tenderness	verb	telula+to
EMO-050.cika	telulacika	little 'tenderness'; small/dear 'tenderness'	noun	telula	tenderness	diminutive	telula+ci+ka
EMO-050.goka	telulagoka	big 'tenderness'; great 'tenderness'	noun	telula	tenderness	augmentative	telula+go+ka
EMO-050.deka	teluladeka	place of/for 'tenderness'	noun	telula	tenderness	place	telula+de+ka
EMO-051.ka	hamasaka	enthusiasm / zeal	noun	hamasa	enthusiasm / zeal	noun	hamasa+ka
EMO-051.pe	hamasape	of/like 'enthusiasm / zeal'; 'enthusiasm / zeal'-related	modifier	hamasa	enthusiasm / zeal	modifier	hamasa+pe
EMO-051.to	hamasato	to use/apply 'enthusiasm / zeal'; to act as 'enthusiasm / zeal'	verb	hamasa	enthusiasm / zeal	verb	hamasa+to
EMO-051.cika	hamasacika	little 'enthusiasm / zeal'; small/dear 'enthusiasm / zeal'	noun	hamasa	enthusiasm / zeal	diminutive	hamasa+ci+ka
EMO-051.goka	hamasagoka	big 'enthusiasm / zeal'; great 'enthusiasm / zeal'	noun	hamasa	enthusiasm / zeal	augmentative	hamasa+go+ka
EMO-051.deka	hamasadeka	place of/for 'enthusiasm / zeal'	noun	hamasa	enthusiasm / zeal	place	hamasa+de+ka
EMO-052.to	conolaleto	to 'comfort / console'	verb	conolale	comfort / console	verb	conolale+to
EMO-052.ka	conolaleka	act of 'comfort / console'; a 'comfort / console'	noun	conolale	comfort / console	noun	conolale+ka
EMO-052.pe	conolalepe	'comfort / console'-ing	modifier	conolale	comfort / console	modifier	conolale+pe
EMO-052.kika	conolalekika	one who 'comfort / console's; 'comfort / console'-er	noun	conolale	comfort / console	agent	conolale+ki+ka
EMO-052.tuka	conolaletuka	tool/means for 'comfort / console'	noun	conolale	comfort / console	instrument	conolale+tu+ka
EMO-052.boka	conolaleboka	thing 'comfort / console'-ed; result of 'comfort / console'	noun	conolale	comfort / console	patient/result	conolale+bo+ka
EMO-052.deka	conolaledeka	place for 'comfort / console'	noun	conolale	comfort / console	place	conolale+de+ka
EMO-052.tato	conolaletato	to make/cause to 'comfort / console'	verb	conolale	comfort / console	causative	conolale+ta+to
EMO-052.pito	conolalepito	to begin to 'comfort / console'	verb	conolale	comfort / console	inchoative	conolale+pi+to
EMO-052.takika	conolaletakika	one who makes/causes 'comfort / console'; instigator of 'comfort / console'	noun	conolale	comfort / console	causative-agent	conolale+ta+ki+ka
EMO-052.taboka	conolaletaboka	what is brought about by 'comfort / console'	noun	conolale	comfort / console	causative-result	conolale+ta+bo+ka
EMO-052.kideka	conolalekideka	place of the one who 'comfort / console's	noun	conolale	comfort / console	agent-place	conolale+ki+de+ka
EMO-053.to	godeleto	to 'enjoy'	verb	godele	enjoy	verb	godele+to
EMO-053.ka	godeleka	act of 'enjoy'; a 'enjoy'	noun	godele	enjoy	noun	godele+ka
EMO-053.pe	godelepe	'enjoy'-ing	modifier	godele	enjoy	modifier	godele+pe
EMO-053.kika	godelekika	one who 'enjoy's; 'enjoy'-er	noun	godele	enjoy	agent	godele+ki+ka
EMO-053.tuka	godeletuka	tool/means for 'enjoy'	noun	godele	enjoy	instrument	godele+tu+ka
EMO-053.boka	godeleboka	thing 'enjoy'-ed; result of 'enjoy'	noun	godele	enjoy	patient/result	godele+bo+ka
EMO-053.deka	godeledeka	place for 'enjoy'	noun	godele	enjoy	place	godele+de+ka
EMO-053.tato	godeletato	to make/cause to 'enjoy'	verb	godele	enjoy	causative	godele+ta+to
EMO-053.pito	godelepito	to begin to 'enjoy'	verb	godele	enjoy	inchoative	godele+pi+to
EMO-053.takika	godeletakika	one who makes/causes 'enjoy'; instigator of 'enjoy'	noun	godele	enjoy	causative-agent	godele+ta+ki+ka
EMO-053.taboka	godeletaboka	what is brought about by 'enjoy'	noun	godele	enjoy	causative-result	godele+ta+bo+ka
EMO-053.kideka	godelekideka	place of the one who 'enjoy's	noun	godele	enjoy	agent-place	godele+ki+de+ka
EMO-054.to	sufileto	to 'suffer'	verb	sufile	suffer	verb	sufile+to
EMO-054.ka	sufileka	act of 'suffer'; a 'suffer'	noun	sufile	suffer	noun	sufile+ka
EMO-054.pe	sufilepe	'suffer'-ing	modifier	sufile	suffer	modifier	sufile+pe
EMO-054.kika	sufilekika	one who 'suffer's; 'suffer'-er	noun	sufile	suffer	agent	sufile+ki+ka
EMO-054.tuka	sufiletuka	tool/means for 'suffer'	noun	sufile	suffer	instrument	sufile+tu+ka
EMO-054.boka	sufileboka	thing 'suffer'-ed; result of 'suffer'	noun	sufile	suffer	patient/result	sufile+bo+ka
EMO-054.deka	sufiledeka	place for 'suffer'	noun	sufile	suffer	place	sufile+de+ka
EMO-054.tato	sufiletato	to make/cause to 'suffer'	verb	sufile	suffer	causative	sufile+ta+to
EMO-054.pito	sufilepito	to begin to 'suffer'	verb	sufile	suffer	inchoative	sufile+pi+to
EMO-054.takika	sufiletakika	one who makes/causes 'suffer'; instigator of 'suffer'	noun	sufile	suffer	causative-agent	sufile+ta+ki+ka
EMO-054.taboka	sufiletaboka	what is brought about by 'suffer'	noun	sufile	suffer	causative-result	sufile+ta+bo+ka
EMO-054.kideka	sufilekideka	place of the one who 'suffer's	noun	sufile	suffer	agent-place	sufile+ki+de+ka
EMO-055.pe	alegepe	cheerful	modifier	alege	cheerful	modifier	alege+pe
EMO-055.ka	alegeka	'cheerful'-ness; the quality 'cheerful'	noun	alege	cheerful	noun	alege+ka
EMO-055.paka	alegepaka	'cheerful'-ness; state of being 'cheerful'	noun	alege	cheerful	quality	alege+pa+ka
EMO-055.kupe	alegekupe	opposite of 'cheerful'; un-'cheerful'	modifier	alege	cheerful	opposite	alege+ku+pe
EMO-055.tato	alegetato	to make 'cheerful'	verb	alege	cheerful	causative	alege+ta+to
EMO-055.pito	alegepito	to become 'cheerful'	verb	alege	cheerful	inchoative	alege+pi+to
EMO-055.gope	alegegope	very 'cheerful'; intensely 'cheerful'	modifier	alege	cheerful	augmentative	alege+go+pe
EMO-055.cipe	alegecipe	'cheerful'-ish; somewhat 'cheerful'	modifier	alege	cheerful	diminutive	alege+ci+pe
EMO-055.kupaka	alegekupaka	un-'cheerful'-ness; the quality of being not 'cheerful'	noun	alege	cheerful	opposite-quality	alege+ku+pa+ka
EMO-055.takika	alegetakika	one who makes things 'cheerful'	noun	alege	cheerful	causative-agent	alege+ta+ki+ka
EMO-056.pe	cupope	gloomy / glum	modifier	cupo	gloomy / glum	modifier	cupo+pe
EMO-056.ka	cupoka	'gloomy / glum'-ness; the quality 'gloomy / glum'	noun	cupo	gloomy / glum	noun	cupo+ka
EMO-056.paka	cupopaka	'gloomy / glum'-ness; state of being 'gloomy / glum'	noun	cupo	gloomy / glum	quality	cupo+pa+ka
EMO-056.kupe	cupokupe	opposite of 'gloomy / glum'; un-'gloomy / glum'	modifier	cupo	gloomy / glum	opposite	cupo+ku+pe
EMO-056.tato	cupotato	to make 'gloomy / glum'	verb	cupo	gloomy / glum	causative	cupo+ta+to
EMO-056.pito	cupopito	to become 'gloomy / glum'	verb	cupo	gloomy / glum	inchoative	cupo+pi+to
EMO-056.gope	cupogope	very 'gloomy / glum'; intensely 'gloomy / glum'	modifier	cupo	gloomy / glum	augmentative	cupo+go+pe
EMO-056.cipe	cupocipe	'gloomy / glum'-ish; somewhat 'gloomy / glum'	modifier	cupo	gloomy / glum	diminutive	cupo+ci+pe
EMO-056.kupaka	cupokupaka	un-'gloomy / glum'-ness; the quality of being not 'gloomy / glum'	noun	cupo	gloomy / glum	opposite-quality	cupo+ku+pa+ka
EMO-056.takika	cupotakika	one who makes things 'gloomy / glum'	noun	cupo	gloomy / glum	causative-agent	cupo+ta+ki+ka
EMO-057.pe	aniosope	anxious / nervous	modifier	anioso	anxious / nervous	modifier	anioso+pe
EMO-057.ka	aniosoka	'anxious / nervous'-ness; the quality 'anxious / nervous'	noun	anioso	anxious / nervous	noun	anioso+ka
EMO-057.paka	aniosopaka	'anxious / nervous'-ness; state of being 'anxious / nervous'	noun	anioso	anxious / nervous	quality	anioso+pa+ka
EMO-057.kupe	aniosokupe	opposite of 'anxious / nervous'; un-'anxious / nervous'	modifier	anioso	anxious / nervous	opposite	anioso+ku+pe
EMO-057.tato	aniosotato	to make 'anxious / nervous'	verb	anioso	anxious / nervous	causative	anioso+ta+to
EMO-057.pito	aniosopito	to become 'anxious / nervous'	verb	anioso	anxious / nervous	inchoative	anioso+pi+to
EMO-057.gope	aniosogope	very 'anxious / nervous'; intensely 'anxious / nervous'	modifier	anioso	anxious / nervous	augmentative	anioso+go+pe
EMO-057.cipe	aniosocipe	'anxious / nervous'-ish; somewhat 'anxious / nervous'	modifier	anioso	anxious / nervous	diminutive	anioso+ci+pe
EMO-057.kupaka	aniosokupaka	un-'anxious / nervous'-ness; the quality of being not 'anxious / nervous'	noun	anioso	anxious / nervous	opposite-quality	anioso+ku+pa+ka
EMO-057.takika	aniosotakika	one who makes things 'anxious / nervous'	noun	anioso	anxious / nervous	causative-agent	anioso+ta+ki+ka
EMO-058.pe	nesope	eager / keen	modifier	neso	eager / keen	modifier	neso+pe
EMO-058.ka	nesoka	'eager / keen'-ness; the quality 'eager / keen'	noun	neso	eager / keen	noun	neso+ka
EMO-058.paka	nesopaka	'eager / keen'-ness; state of being 'eager / keen'	noun	neso	eager / keen	quality	neso+pa+ka
EMO-058.kupe	nesokupe	opposite of 'eager / keen'; un-'eager / keen'	modifier	neso	eager / keen	opposite	neso+ku+pe
EMO-058.tato	nesotato	to make 'eager / keen'	verb	neso	eager / keen	causative	neso+ta+to
EMO-058.pito	nesopito	to become 'eager / keen'	verb	neso	eager / keen	inchoative	neso+pi+to
EMO-058.gope	nesogope	very 'eager / keen'; intensely 'eager / keen'	modifier	neso	eager / keen	augmentative	neso+go+pe
EMO-058.cipe	nesocipe	'eager / keen'-ish; somewhat 'eager / keen'	modifier	neso	eager / keen	diminutive	neso+ci+pe
EMO-058.kupaka	nesokupaka	un-'eager / keen'-ness; the quality of being not 'eager / keen'	noun	neso	eager / keen	opposite-quality	neso+ku+pa+ka
EMO-058.takika	nesotakika	one who makes things 'eager / keen'	noun	neso	eager / keen	causative-agent	neso+ta+ki+ka
COG-056.ka	akiluka	reason / intellect	noun	akilu	reason / intellect	noun	akilu+ka
COG-056.pe	akilupe	of/like 'reason / intellect'; 'reason / intellect'-related	modifier	akilu	reason / intellect	modifier	akilu+pe
COG-056.to	akiluto	to use/apply 'reason / intellect'; to act as 'reason / intellect'	verb	akilu	reason / intellect	verb	akilu+to
COG-056.cika	akilucika	little 'reason / intellect'; small/dear 'reason / intellect'	noun	akilu	reason / intellect	diminutive	akilu+ci+ka
COG-056.goka	akilugoka	big 'reason / intellect'; great 'reason / intellect'	noun	akilu	reason / intellect	augmentative	akilu+go+ka
COG-056.deka	akiludeka	place of/for 'reason / intellect'	noun	akilu	reason / intellect	place	akilu+de+ka
COG-057.ka	inteliyenaka	intelligence	noun	inteliyena	intelligence	noun	inteliyena+ka
COG-057.pe	inteliyenape	of/like 'intelligence'; 'intelligence'-related	modifier	inteliyena	intelligence	modifier	inteliyena+pe
COG-057.to	inteliyenato	to use/apply 'intelligence'; to act as 'intelligence'	verb	inteliyena	intelligence	verb	inteliyena+to
COG-057.cika	inteliyenacika	little 'intelligence'; small/dear 'intelligence'	noun	inteliyena	intelligence	diminutive	inteliyena+ci+ka
COG-057.goka	inteliyenagoka	big 'intelligence'; great 'intelligence'	noun	inteliyena	intelligence	augmentative	inteliyena+go+ka
COG-057.deka	inteliyenadeka	place of/for 'intelligence'	noun	inteliyena	intelligence	place	inteliyena+de+ka
COG-058.ka	handanka	judgment	noun	handan	judgment	noun	handan+ka
COG-058.pe	handanpe	of/like 'judgment'; 'judgment'-related	modifier	handan	judgment	modifier	handan+pe
COG-058.to	handanto	to use/apply 'judgment'; to act as 'judgment'	verb	handan	judgment	verb	handan+to
COG-058.cika	handancika	little 'judgment'; small/dear 'judgment'	noun	handan	judgment	diminutive	handan+ci+ka
COG-058.goka	handangoka	big 'judgment'; great 'judgment'	noun	handan	judgment	augmentative	handan+go+ka
COG-058.deka	handandeka	place of/for 'judgment'	noun	handan	judgment	place	handan+de+ka
COG-059.ka	cokanka	intuition / hunch	noun	cokan	intuition / hunch	noun	cokan+ka
COG-059.pe	cokanpe	of/like 'intuition / hunch'; 'intuition / hunch'-related	modifier	cokan	intuition / hunch	modifier	cokan+pe
COG-059.to	cokanto	to use/apply 'intuition / hunch'; to act as 'intuition / hunch'	verb	cokan	intuition / hunch	verb	cokan+to
COG-059.cika	cokancika	little 'intuition / hunch'; small/dear 'intuition / hunch'	noun	cokan	intuition / hunch	diminutive	cokan+ci+ka
COG-059.goka	cokangoka	big 'intuition / hunch'; great 'intuition / hunch'	noun	cokan	intuition / hunch	augmentative	cokan+go+ka
COG-059.deka	cokandeka	place of/for 'intuition / hunch'	noun	cokan	intuition / hunch	place	cokan+de+ka
COG-060.ka	suposisioneka	assumption	noun	suposisione	assumption	noun	suposisione+ka
COG-060.pe	suposisionepe	of/like 'assumption'; 'assumption'-related	modifier	suposisione	assumption	modifier	suposisione+pe
COG-060.to	suposisioneto	to use/apply 'assumption'; to act as 'assumption'	verb	suposisione	assumption	verb	suposisione+to
